xpath,version_start,version_end,line_number
/IRS990/AcctCompileOrReviewBasisGrp/ConsolAndSepBasisFinclStmtInd,2013,,[AcctCompileOrReviewBasisGrp] Part XII Line 2a; [ConsolAndSepBasisFinclStmtInd] Part XII Lines 2a and 2b
/IRS990/AcctCompileOrReviewBasisGrp/ConsolidatedBasisFinclStmtInd,2013,,[AcctCompileOrReviewBasisGrp] Part XII Line 2a; [ConsolidatedBasisFinclStmtInd] Part XII Lines 2a and 2b
/IRS990/AcctCompileOrReviewBasisGrp/SeparateBasisFinclStmtInd,2013,,[AcctCompileOrReviewBasisGrp] Part XII Line 2a; [SeparateBasisFinclStmtInd] Part XII Lines 2a and 2b
/IRS990/ActivitiesConductedPartnership,2009,2012,[ActivitiesConductedPartnership] Part IV Line 37
/IRS990/ActivitiesConductedPrtshpInd,2013,,[ActivitiesConductedPrtshpInd] Part IV Line 37
/IRS990/Activity2/ActivityCode,2009,2012,[Activity2] Part III Line 4b; [ActivityCode] Part III
/IRS990/Activity2/Description,2009,2012,[Activity2] Part III Line 4b; [Description] Part III
/IRS990/Activity2/Expense,2009,2012,[Activity2] Part III Line 4b; [Expense] Part III
/IRS990/Activity2/Grants,2009,2012,[Activity2] Part III Line 4b; [Grants] Part III
/IRS990/Activity2/Revenue,2009,2012,[Activity2] Part III Line 4b; [Revenue] Part III
/IRS990/Activity3/ActivityCode,2009,2012,[Activity3] Part III Line 4c; [ActivityCode] Part III
/IRS990/Activity3/Description,2009,2012,[Activity3] Part III Line 4c; [Description] Part III
/IRS990/Activity3/Expense,2009,2012,[Activity3] Part III Line 4c; [Expense] Part III
/IRS990/Activity3/Grants,2009,2012,[Activity3] Part III Line 4c; [Grants] Part III
/IRS990/Activity3/Revenue,2009,2012,[Activity3] Part III Line 4c; [Revenue] Part III
/IRS990/ActivityCd,2013,,[ActivityCd] Part III Line 4a
/IRS990/ActivityCode,2009,2012,[ActivityCode] Part III Line 4a
/IRS990/ActivityOrMissionDesc,2013,,[ActivityOrMissionDesc] Part I Line 1
/IRS990/ActivityOrMissionDescription,2009,2012,[ActivityOrMissionDescription] Part I Line 1
/IRS990/ActivityOther/ActivityCode,2009,2012,[ActivityOther] Part III Line 4d; [ActivityCode] Part III
/IRS990/ActivityOther/Description,2009,2012,[ActivityOther] Part III Line 4d; [Description] Part III
/IRS990/ActivityOther/Expense,2009,2012,[ActivityOther] Part III Line 4d; [Expense] Part III
/IRS990/ActivityOther/Grants,2009,2012,[ActivityOther] Part III Line 4d; [Grants] Part III
/IRS990/ActivityOther/Revenue,2009,2012,[ActivityOther] Part III Line 4d; [Revenue] Part III
/IRS990/AddressChangeInd,2013,,[AddressChangeInd] B
/IRS990/AddressChange,2009,2012,[AddressChange] B
/IRS990/AddressPrincipalOfficerForeign/AddressLine1,2009,2012,[AddressPrincipalOfficerForeign] F
/IRS990/AddressPrincipalOfficerForeign/AddressLine2,2009,2012,[AddressPrincipalOfficerForeign] F
/IRS990/AddressPrincipalOfficerForeign/City,2009,2012,[AddressPrincipalOfficerForeign] F
/IRS990/AddressPrincipalOfficerForeign/Country,2009,2012,[AddressPrincipalOfficerForeign] F
/IRS990/AddressPrincipalOfficerForeign/PostalCode,2009,2012,[AddressPrincipalOfficerForeign] F
/IRS990/AddressPrincipalOfficerForeign/ProvinceOrState,2009,2012,[AddressPrincipalOfficerForeign] F
/IRS990/AddressPrincipalOfficerUS/AddressLine1,2009,2012,[AddressPrincipalOfficerUS] F
/IRS990/AddressPrincipalOfficerUS/AddressLine2,2009,2012,[AddressPrincipalOfficerUS] F
/IRS990/AddressPrincipalOfficerUS/City,2009,2012,[AddressPrincipalOfficerUS] F
/IRS990/AddressPrincipalOfficerUS/State,2009,2012,[AddressPrincipalOfficerUS] F
/IRS990/AddressPrincipalOfficerUS/ZIPCode,2009,2012,[AddressPrincipalOfficerUS] F
/IRS990/Advertising/Fundraising,2009,2012,[Advertising] Part IX Line 12; [Fundraising] col (D)
/IRS990/Advertising/ManagementAndGeneral,2009,2012,[Advertising] Part IX Line 12; [ManagementAndGeneral] col (C)
/IRS990/Advertising/ProgramServices,2009,2012,[Advertising] Part IX Line 12; [ProgramServices] col (B)
/IRS990/Advertising/Total,2009,2012,[Advertising] Part IX Line 12; [Total] col (A)
/IRS990/AdvertisingGrp/FundraisingAmt,2013,,[AdvertisingGrp] Part IX Line 12; [FundraisingAmt] col (D)
/IRS990/AdvertisingGrp/ManagementAndGeneralAmt,2013,,[AdvertisingGrp] Part IX Line 12; [ManagementAndGeneralAmt] col (C)
/IRS990/AdvertisingGrp/ProgramServicesAmt,2013,,[AdvertisingGrp] Part IX Line 12; [ProgramServicesAmt] col (B)
/IRS990/AdvertisingGrp/TotalAmt,2013,,[AdvertisingGrp] Part IX Line 12; [TotalAmt] col (A)
/IRS990/AllAffiliatesIncludedInd,2013,,[AllAffiliatesIncludedInd] H(b)
/IRS990/AllAffiliatesIncluded,2009,2012,[AllAffiliatesIncluded] H(b)
/IRS990/AllOtherContributionsAmt,2013,,[AllOtherContributionsAmt] Part VIII Line 1f
/IRS990/AllOtherContributions,2009,2012,[AllOtherContributions] Part VIII Line 1f
/IRS990/AllOtherExpenses/Fundraising,2009,2011,[AllOtherExpenses] Part IX Line 24f; [Fundraising] col (D)
/IRS990/AllOtherExpenses/Fundraising,2011,2012,[AllOtherExpenses] Part IX Line 24e; [Fundraising] col (D)
/IRS990/AllOtherExpenses/ManagementAndGeneral,2009,2011,[AllOtherExpenses] Part IX Line 24f; [ManagementAndGeneral] col (C)
/IRS990/AllOtherExpenses/ManagementAndGeneral,2011,2012,[AllOtherExpenses] Part IX Line 24e; [ManagementAndGeneral] col (C)
/IRS990/AllOtherExpenses/ProgramServices,2009,2011,[AllOtherExpenses] Part IX Line 24f; [ProgramServices] col (B)
/IRS990/AllOtherExpenses/ProgramServices,2011,2012,[AllOtherExpenses] Part IX Line 24e; [ProgramServices] col (B)
/IRS990/AllOtherExpenses/Total,2009,2011,[AllOtherExpenses] Part IX Line 24f; [Total] col (A)
/IRS990/AllOtherExpenses/Total,2011,2012,[AllOtherExpenses] Part IX Line 24e; [Total] col (A)
/IRS990/AllOtherExpensesGrp/FundraisingAmt,2013,,[AllOtherExpensesGrp] Part IX Line 24e; [FundraisingAmt] col (D)
/IRS990/AllOtherExpensesGrp/ManagementAndGeneralAmt,2013,,[AllOtherExpensesGrp] Part IX Line 24e; [ManagementAndGeneralAmt] col (C)
/IRS990/AllOtherExpensesGrp/ProgramServicesAmt,2013,,[AllOtherExpensesGrp] Part IX Line 24e; [ProgramServicesAmt] col (B)
/IRS990/AllOtherExpensesGrp/TotalAmt,2013,,[AllOtherExpensesGrp] Part IX Line 24e; [TotalAmt] col (A)
/IRS990/AmendedReturnInd,2013,,[AmendedReturnInd] B
/IRS990/AmendedReturn,2009,2012,[AmendedReturn] B
/IRS990/AmountOfTaxExemptInterest,2009,2012,[AmountOfTaxExemptInterest] Part V Line 12b
/IRS990/AmtReservesMaintained,2010,2012,[AmtReservesMaintained] Part V Line 13c
/IRS990/AnnualDisclosureCoveredPersons,2009,2012,[AnnualDisclosureCoveredPersons] Part VI Section B Line 12b
/IRS990/AnnualDisclosureCoveredPrsnInd,2013,,[AnnualDisclosureCoveredPrsnInd] Part VI Section B Line 12b
/IRS990/AuditCommitteeInd,2013,,[AuditCommitteeInd] Part XII Line 2c
/IRS990/AuditCommittee,2009,2009,[AuditCommittee] Part XI Line 2c
/IRS990/AuditCommittee,2010,2012,[AuditCommittee] Part XII Line 2c
/IRS990/AuditedFinancialStmtAttInd,2013,,[AuditedFinancialStmtAttInd] Part IV Line 20b
/IRS990/BackupWthldComplianceInd,2013,,[BackupWthldComplianceInd] Part V Line 1c
/IRS990/BalanceSheetAmountsReported,2009,2009,[BalanceSheetAmountsReported] Part IV Line 11
/IRS990/BenefitsPaidToMembersCY,2009,2012,[BenefitsPaidToMembersCY] Part I Line 14
/IRS990/BenefitsPaidToMembersPriorYear,2009,2012,[BenefitsPaidToMembersPriorYear] Part I Line 14
/IRS990/BenefitsToMembers/ProgramServices,2009,2012,[BenefitsToMembers] Part IX Line 4; [ProgramServices] col (B)
/IRS990/BenefitsToMembers/Total,2009,2012,[BenefitsToMembers] Part IX Line 4; [Total] col (A)
/IRS990/BenefitsToMembersGrp/ProgramServicesAmt,2013,,[BenefitsToMembersGrp] Part IX Line 4; [ProgramServicesAmt] col (B)
/IRS990/BenefitsToMembersGrp/TotalAmt,2013,,[BenefitsToMembersGrp] Part IX Line 4; [TotalAmt] col (A)
/IRS990/BooksInCareOfDetail/BusinessName/BusinessNameLine1Txt,2014,,[BusinessName] Part VI Section C Line 20
/IRS990/BooksInCareOfDetail/BusinessName/BusinessNameLine1,2013,2013,[BusinessName] Part VI Section C Line 20
/IRS990/BooksInCareOfDetail/BusinessName/BusinessNameLine2Txt,2014,,[BusinessName] Part VI Section C Line 20
/IRS990/BooksInCareOfDetail/BusinessName/BusinessNameLine2,2013,2013,[BusinessName] Part VI Section C Line 20
/IRS990/BooksInCareOfDetail/ForeignAddress/AddressLine1Txt,2014,,[ForeignAddress] Part VI Section C Line 20
/IRS990/BooksInCareOfDetail/ForeignAddress/AddressLine1,2013,2013,[ForeignAddress] Part VI Section C Line 20
/IRS990/BooksInCareOfDetail/ForeignAddress/AddressLine2Txt,2014,,[ForeignAddress] Part VI Section C Line 20
/IRS990/BooksInCareOfDetail/ForeignAddress/AddressLine2,2013,2013,[ForeignAddress] Part VI Section C Line 20
/IRS990/BooksInCareOfDetail/ForeignAddress/CityNm,2014,,[ForeignAddress] Part VI Section C Line 20
/IRS990/BooksInCareOfDetail/ForeignAddress/City,2013,2013,[ForeignAddress] Part VI Section C Line 20
/IRS990/BooksInCareOfDetail/ForeignAddress/CountryCd,2014,,[ForeignAddress] Part VI Section C Line 20
/IRS990/BooksInCareOfDetail/ForeignAddress/Country,2013,2013,[ForeignAddress] Part VI Section C Line 20
/IRS990/BooksInCareOfDetail/ForeignAddress/ForeignPostalCd,2014,,[ForeignAddress] Part VI Section C Line 20
/IRS990/BooksInCareOfDetail/ForeignAddress/PostalCode,2013,2013,[ForeignAddress] Part VI Section C Line 20
/IRS990/BooksInCareOfDetail/ForeignAddress/ProvinceOrStateNm,2014,,[ForeignAddress] Part VI Section C Line 20
/IRS990/BooksInCareOfDetail/ForeignAddress/ProvinceOrState,2013,2013,[ForeignAddress] Part VI Section C Line 20
/IRS990/BooksInCareOfDetail/PersonNm,2013,,[PersonNm] Part VI Section C Line 20
/IRS990/BooksInCareOfDetail/PhoneNum,2013,,[PhoneNum] Part VI Section C Line 20
/IRS990/BooksInCareOfDetail/USAddress/AddressLine1Txt,2014,,[USAddress] Part VI Section C Line 20
/IRS990/BooksInCareOfDetail/USAddress/AddressLine1,2013,2013,[USAddress] Part VI Section C Line 20
/IRS990/BooksInCareOfDetail/USAddress/AddressLine2Txt,2014,,[USAddress] Part VI Section C Line 20
/IRS990/BooksInCareOfDetail/USAddress/AddressLine2,2013,2013,[USAddress] Part VI Section C Line 20
/IRS990/BooksInCareOfDetail/USAddress/CityNm,2014,,[USAddress] Part VI Section C Line 20
/IRS990/BooksInCareOfDetail/USAddress/City,2013,2013,[USAddress] Part VI Section C Line 20
/IRS990/BooksInCareOfDetail/USAddress/StateAbbreviationCd,2014,,[USAddress] Part VI Section C Line 20
/IRS990/BooksInCareOfDetail/USAddress/State,2013,2013,[USAddress] Part VI Section C Line 20
/IRS990/BooksInCareOfDetail/USAddress/ZIPCd,2014,,[USAddress] Part VI Section C Line 20
/IRS990/BooksInCareOfDetail/USAddress/ZIPCode,2013,2013,[USAddress] Part VI Section C Line 20
/IRS990/BsnssRltnshpThruFamilyMember,2009,2012,[BsnssRltnshpThruFamilyMember] Part IV Line 28b
/IRS990/BsnssRltnshpWithOrganization,2009,2012,[BsnssRltnshpWithOrganization] Part IV Line 28a
/IRS990/BusinessRlnWithFamMemInd,2013,,[BusinessRlnWithFamMemInd] Part IV Line 28b
/IRS990/BusinessRlnWithOfficerEntInd,2013,,[BusinessRlnWithOfficerEntInd] Part IV Line 28c
/IRS990/BusinessRlnWithOrgMemInd,2013,,[BusinessRlnWithOrgMemInd] Part IV Line 28a
/IRS990/CYBenefitsPaidToMembersAmt,2013,,[CYBenefitsPaidToMembersAmt] Part I Line 14
/IRS990/CYContributionsGrantsAmt,2013,,[CYContributionsGrantsAmt] Part I Line 8
/IRS990/CYGrantsAndSimilarPaidAmt,2013,,[CYGrantsAndSimilarPaidAmt] Part I Line 13
/IRS990/CYInvestmentIncomeAmt,2013,,[CYInvestmentIncomeAmt] Part I Line 10
/IRS990/CYOtherExpensesAmt,2013,,[CYOtherExpensesAmt] Part I Line 17
/IRS990/CYOtherRevenueAmt,2013,,[CYOtherRevenueAmt] Part I Line 11
/IRS990/CYProgramServiceRevenueAmt,2013,,[CYProgramServiceRevenueAmt] Part I Line 9
/IRS990/CYRevenuesLessExpensesAmt,2013,,[CYRevenuesLessExpensesAmt] Part I Line 19
/IRS990/CYSalariesCompEmpBnftPaidAmt,2013,,[CYSalariesCompEmpBnftPaidAmt] Part I Line 15
/IRS990/CYTotalExpensesAmt,2013,,[CYTotalExpensesAmt] Part I Line 18
/IRS990/CYTotalFundraisingExpenseAmt,2013,,[CYTotalFundraisingExpenseAmt] Part I Line 16b
/IRS990/CYTotalProfFndrsngExpnsAmt,2013,,[CYTotalProfFndrsngExpnsAmt] Part I Line 16a
/IRS990/CYTotalRevenueAmt,2013,,[CYTotalRevenueAmt] Part I Line 12
/IRS990/CapStckTrstPrinCurrentFunds/BOY,2009,2012,[CapStckTrstPrinCurrentFunds] Part X Line 30; [BOY] Part X Column (A)
/IRS990/CapStckTrstPrinCurrentFunds/EOY,2009,2012,[CapStckTrstPrinCurrentFunds] Part X Line 30; [EOY] Part X Column (B)
/IRS990/CapStkTrPrinCurrentFundsGrp/BOYAmt,2013,,[CapStkTrPrinCurrentFundsGrp] Part X Line 30; [BOYAmt] Part X Column (A)
/IRS990/CapStkTrPrinCurrentFundsGrp/EOYAmt,2013,,[CapStkTrPrinCurrentFundsGrp] Part X Line 30; [EOYAmt] Part X Column (B)
/IRS990/CashNonInterestBearing/BOY,2009,2012,[CashNonInterestBearing] Part X Line 1; [BOY] Part X Column (A)
/IRS990/CashNonInterestBearing/EOY,2009,2012,[CashNonInterestBearing] Part X Line 1; [EOY] Part X Column (B)
/IRS990/CashNonInterestBearingGrp/BOYAmt,2013,,[CashNonInterestBearingGrp] Part X Line 1; [BOYAmt] Part X Column (A)
/IRS990/CashNonInterestBearingGrp/EOYAmt,2013,,[CashNonInterestBearingGrp] Part X Line 1; [EOYAmt] Part X Column (B)
/IRS990/ChangeToOrgDocumentsInd,2013,,[ChangeToOrgDocumentsInd] Part VI Section A Line 4
/IRS990/ChangesToOrganizingDocs,2009,2012,[ChangesToOrganizingDocs] Part VI Section A Line 4
/IRS990/CntrbtnsRprtdFundraisingEvents,2009,2012,[CntrbtnsRprtdFundraisingEvents] Part VIII Line 8a
/IRS990/CntrctRcvdGreaterThan100KCnt,2013,,[CntrctRcvdGreaterThan100KCnt] Part VII Section B Line 2
/IRS990/CollectionsOfArtInd,2013,,[CollectionsOfArtInd] Part IV Line 8
/IRS990/CollectionsOfArt,2009,2012,[CollectionsOfArt] Part IV Line 8
/IRS990/CompCurrentOfcrDirectorsGrp/FundraisingAmt,2013,,[CompCurrentOfcrDirectorsGrp] Part IX Line 5; [FundraisingAmt] col (D)
/IRS990/CompCurrentOfcrDirectorsGrp/ManagementAndGeneralAmt,2013,,[CompCurrentOfcrDirectorsGrp] Part IX Line 5; [ManagementAndGeneralAmt] col (C)
/IRS990/CompCurrentOfcrDirectorsGrp/ProgramServicesAmt,2013,,[CompCurrentOfcrDirectorsGrp] Part IX Line 5; [ProgramServicesAmt] col (B)
/IRS990/CompCurrentOfcrDirectorsGrp/TotalAmt,2013,,[CompCurrentOfcrDirectorsGrp] Part IX Line 5; [TotalAmt] col (A)
/IRS990/CompCurrentOfficersDirectors/Fundraising,2009,2012,[CompCurrentOfficersDirectors] Part IX Line 5; [Fundraising] col (D)
/IRS990/CompCurrentOfficersDirectors/ManagementAndGeneral,2009,2012,[CompCurrentOfficersDirectors] Part IX Line 5; [ManagementAndGeneral] col (C)
/IRS990/CompCurrentOfficersDirectors/ProgramServices,2009,2012,[CompCurrentOfficersDirectors] Part IX Line 5; [ProgramServices] col (B)
/IRS990/CompCurrentOfficersDirectors/Total,2009,2012,[CompCurrentOfficersDirectors] Part IX Line 5; [Total] col (A)
/IRS990/CompDisqualPersons/Fundraising,2009,2012,[CompDisqualPersons] Part IX Line 6; [Fundraising] col (D)
/IRS990/CompDisqualPersons/ManagementAndGeneral,2009,2012,[CompDisqualPersons] Part IX Line 6; [ManagementAndGeneral] col (C)
/IRS990/CompDisqualPersons/ProgramServices,2009,2012,[CompDisqualPersons] Part IX Line 6; [ProgramServices] col (B)
/IRS990/CompDisqualPersons/Total,2009,2012,[CompDisqualPersons] Part IX Line 6; [Total] col (A)
/IRS990/CompDisqualPersonsGrp/FundraisingAmt,2013,,[CompDisqualPersonsGrp] Part IX Line 6; [FundraisingAmt] col (D)
/IRS990/CompDisqualPersonsGrp/ManagementAndGeneralAmt,2013,,[CompDisqualPersonsGrp] Part IX Line 6; [ManagementAndGeneralAmt] col (C)
/IRS990/CompDisqualPersonsGrp/ProgramServicesAmt,2013,,[CompDisqualPersonsGrp] Part IX Line 6; [ProgramServicesAmt] col (B)
/IRS990/CompDisqualPersonsGrp/TotalAmt,2013,,[CompDisqualPersonsGrp] Part IX Line 6; [TotalAmt] col (A)
/IRS990/CompensationFromOtherSources,2009,2012,[CompensationFromOtherSources] Part VII Section A Line 5
/IRS990/CompensationFromOtherSrcsInd,2013,,[CompensationFromOtherSrcsInd] Part VII Section A Line 5
/IRS990/CompensationProcessCEOInd,2013,,[CompensationProcessCEOInd] Part VI Section B Line 15a
/IRS990/CompensationProcessCEO,2009,2012,[CompensationProcessCEO] Part VI Section B Line 15a
/IRS990/CompensationProcessOtherInd,2013,,[CompensationProcessOtherInd] Part VI Section B Line 15b
/IRS990/CompensationProcessOther,2009,2012,[CompensationProcessOther] Part VI Section B Line 15b
/IRS990/ComplianceWithBackupWitholding,2009,2012,[ComplianceWithBackupWitholding] Part V Line 1c
/IRS990/ConferencesMeetings/Fundraising,2009,2012,[ConferencesMeetings] Part IX Line 19; [Fundraising] col (D)
/IRS990/ConferencesMeetings/ManagementAndGeneral,2009,2012,[ConferencesMeetings] Part IX Line 19; [ManagementAndGeneral] col (C)
/IRS990/ConferencesMeetings/ProgramServices,2009,2012,[ConferencesMeetings] Part IX Line 19; [ProgramServices] col (B)
/IRS990/ConferencesMeetings/Total,2009,2012,[ConferencesMeetings] Part IX Line 19; [Total] col (A)
/IRS990/ConferencesMeetingsGrp/FundraisingAmt,2013,,[ConferencesMeetingsGrp] Part IX Line 19; [FundraisingAmt] col (D)
/IRS990/ConferencesMeetingsGrp/ManagementAndGeneralAmt,2013,,[ConferencesMeetingsGrp] Part IX Line 19; [ManagementAndGeneralAmt] col (C)
/IRS990/ConferencesMeetingsGrp/ProgramServicesAmt,2013,,[ConferencesMeetingsGrp] Part IX Line 19; [ProgramServicesAmt] col (B)
/IRS990/ConferencesMeetingsGrp/TotalAmt,2013,,[ConferencesMeetingsGrp] Part IX Line 19; [TotalAmt] col (A)
/IRS990/ConflictOfInterestPolicyInd,2013,,[ConflictOfInterestPolicyInd] Part VI Section B Line 12a
/IRS990/ConflictOfInterestPolicy,2009,2012,[ConflictOfInterestPolicy] Part VI Section B Line 12a
/IRS990/ConservationEasementsInd,2013,,[ConservationEasementsInd] Part IV Line 7
/IRS990/ConservationEasements,2009,2012,[ConservationEasements] Part IV Line 7
/IRS990/ConsolidatedAuditFinancialStmt,2009,2009,[ConsolidatedAuditFinancialStmt] Part IV Line 12A
/IRS990/ConsolidatedAuditFinancialStmt,2010,2012,[ConsolidatedAuditFinancialStmt] Part IV Line 12b
/IRS990/ConsolidatedAuditFinclStmtInd,2013,,[ConsolidatedAuditFinclStmtInd] Part IV Line 12b
/IRS990/ContractTerminationInd,2013,,[ContractTerminationInd] Part I Line 2
/IRS990/ContractorCompensation/AddressOfContractor/AddressForeign/AddressLine1,2009,2012,[ContractorCompensation] Part VII Section B; [AddressForeign] Part VII Section B Line 1(A)
/IRS990/ContractorCompensation/AddressOfContractor/AddressForeign/AddressLine2,2009,2012,[ContractorCompensation] Part VII Section B; [AddressForeign] Part VII Section B Line 1(A)
/IRS990/ContractorCompensation/AddressOfContractor/AddressForeign/City,2009,2012,[ContractorCompensation] Part VII Section B; [AddressForeign] Part VII Section B Line 1(A)
/IRS990/ContractorCompensation/AddressOfContractor/AddressForeign/Country,2009,2012,[ContractorCompensation] Part VII Section B; [AddressForeign] Part VII Section B Line 1(A)
/IRS990/ContractorCompensation/AddressOfContractor/AddressForeign/PostalCode,2009,2012,[ContractorCompensation] Part VII Section B; [AddressForeign] Part VII Section B Line 1(A)
/IRS990/ContractorCompensation/AddressOfContractor/AddressForeign/ProvinceOrState,2009,2012,[ContractorCompensation] Part VII Section B; [AddressForeign] Part VII Section B Line 1(A)
/IRS990/ContractorCompensation/AddressOfContractor/AddressUS/AddressLine1,2009,2012,[ContractorCompensation] Part VII Section B; [AddressUS] Part VII Section B Line 1(A)
/IRS990/ContractorCompensation/AddressOfContractor/AddressUS/AddressLine2,2009,2012,[ContractorCompensation] Part VII Section B; [AddressUS] Part VII Section B Line 1(A)
/IRS990/ContractorCompensation/AddressOfContractor/AddressUS/City,2009,2012,[ContractorCompensation] Part VII Section B; [AddressUS] Part VII Section B Line 1(A)
/IRS990/ContractorCompensation/AddressOfContractor/AddressUS/State,2009,2012,[ContractorCompensation] Part VII Section B; [AddressUS] Part VII Section B Line 1(A)
/IRS990/ContractorCompensation/AddressOfContractor/AddressUS/ZIPCode,2009,2012,[ContractorCompensation] Part VII Section B; [AddressUS] Part VII Section B Line 1(A)
/IRS990/ContractorCompensation/AddressOfContractor,2009,2012,[ContractorCompensation] Part VII Section B
/IRS990/ContractorCompensation/Compensation,2009,2012,[ContractorCompensation] Part VII Section B; [Compensation] Part VII Section B Line 1(C)
/IRS990/ContractorCompensation/DescriptionOfServices,2009,2012,[ContractorCompensation] Part VII Section B; [DescriptionOfServices] Part VII Section B Line 1(B)
/IRS990/ContractorCompensation/NameOfContractor/NameBusiness/BusinessNameLine1,2009,2012,[ContractorCompensation] Part VII Section B; [NameBusiness] Part VII Section B Line 1(A)
/IRS990/ContractorCompensation/NameOfContractor/NameBusiness/BusinessNameLine2,2009,2012,[ContractorCompensation] Part VII Section B; [NameBusiness] Part VII Section B Line 1(A)
/IRS990/ContractorCompensation/NameOfContractor/NamePerson,2009,2012,[ContractorCompensation] Part VII Section B; [NamePerson] Part VII Section B Line 1(A)
/IRS990/ContractorCompensation/NameOfContractor,2009,2012,[ContractorCompensation] Part VII Section B
/IRS990/ContractorCompensationGrp/CompensationAmt,2013,,[ContractorCompensationGrp] Part VII Section B; [CompensationAmt] Part VII Section B Line 1(C)
/IRS990/ContractorCompensationGrp/ContractorAddress/ForeignAddress/AddressLine1Txt,2014,,[ContractorCompensationGrp] Part VII Section B; [ForeignAddress] Part VII Section B Line 1(A)
/IRS990/ContractorCompensationGrp/ContractorAddress/ForeignAddress/AddressLine1,2013,2013,[ContractorCompensationGrp] Part VII Section B; [ForeignAddress] Part VII Section B Line 1(A)
/IRS990/ContractorCompensationGrp/ContractorAddress/ForeignAddress/AddressLine2Txt,2014,,[ContractorCompensationGrp] Part VII Section B; [ForeignAddress] Part VII Section B Line 1(A)
/IRS990/ContractorCompensationGrp/ContractorAddress/ForeignAddress/AddressLine2,2013,2013,[ContractorCompensationGrp] Part VII Section B; [ForeignAddress] Part VII Section B Line 1(A)
/IRS990/ContractorCompensationGrp/ContractorAddress/ForeignAddress/CityNm,2014,,[ContractorCompensationGrp] Part VII Section B; [ForeignAddress] Part VII Section B Line 1(A)
/IRS990/ContractorCompensationGrp/ContractorAddress/ForeignAddress/City,2013,2013,[ContractorCompensationGrp] Part VII Section B; [ForeignAddress] Part VII Section B Line 1(A)
/IRS990/ContractorCompensationGrp/ContractorAddress/ForeignAddress/CountryCd,2014,,[ContractorCompensationGrp] Part VII Section B; [ForeignAddress] Part VII Section B Line 1(A)
/IRS990/ContractorCompensationGrp/ContractorAddress/ForeignAddress/Country,2013,2013,[ContractorCompensationGrp] Part VII Section B; [ForeignAddress] Part VII Section B Line 1(A)
/IRS990/ContractorCompensationGrp/ContractorAddress/ForeignAddress/ForeignPostalCd,2014,,[ContractorCompensationGrp] Part VII Section B; [ForeignAddress] Part VII Section B Line 1(A)
/IRS990/ContractorCompensationGrp/ContractorAddress/ForeignAddress/PostalCode,2013,2013,[ContractorCompensationGrp] Part VII Section B; [ForeignAddress] Part VII Section B Line 1(A)
/IRS990/ContractorCompensationGrp/ContractorAddress/ForeignAddress/ProvinceOrStateNm,2014,,[ContractorCompensationGrp] Part VII Section B; [ForeignAddress] Part VII Section B Line 1(A)
/IRS990/ContractorCompensationGrp/ContractorAddress/ForeignAddress/ProvinceOrState,2013,2013,[ContractorCompensationGrp] Part VII Section B; [ForeignAddress] Part VII Section B Line 1(A)
/IRS990/ContractorCompensationGrp/ContractorAddress/USAddress/AddressLine1Txt,2014,,[ContractorCompensationGrp] Part VII Section B; [USAddress] Part VII Section B Line 1(A)
/IRS990/ContractorCompensationGrp/ContractorAddress/USAddress/AddressLine1,2013,2013,[ContractorCompensationGrp] Part VII Section B; [USAddress] Part VII Section B Line 1(A)
